Subject,Word,Affix,LogRT,Sex,PrevError
2s14,frygtsom,som,6.876233652,M,CORRECT
2s09,frygtsom,som,6.643516258,F,CORRECT
2s12,frygtsom,som,6.686035713,F,ERROR
2s06,frygtsom,som,6.532523503,F,CORRECT
2s18,frygtsom,som,6.711010202,F,CORRECT
2s21,frygtsom,som,6.714983306,F,CORRECT
2s16,frygtsom,som,6.740732103,M,CORRECT
2s10,fuglen,en,6.675078935,M,CORRECT
2s14,fuglen,en,6.752901018,M,CORRECT
2s12,fuglen,en,6.886296681,F,CORRECT
2s04,fuglen,en,7.052997828,M,ERROR
2s15,fuglen,en,6.693930671,M,CORRECT
2s09,fuglen,en,6.956745423,F,CORRECT
2s06,fuglen,en,6.736148118,F,CORRECT
2s17,fuglen,en,6.785124261,M,CORRECT
2s05,fuglen,en,6.634869861,F,CORRECT
2s13,fuglen,en,6.704708429,F,CORRECT
2s18,fuglen,en,6.725441722,F,CORRECT
2s11,fuglen,en,6.791816791,M,CORRECT
2s20,fuglen,en,6.748841607,F,CORRECT
2s16,fuglen,en,6.621285804,M,CORRECT
2s02,fuglen,en,6.801205167,F,ERROR
2s07,fuglen,en,6.626823704,F,CORRECT
2s01,fuglen,en,6.892093267,M,CORRECT
2s03,fuglen,en,6.753332896,M,CORRECT
2s21,fuglen,en,6.914720962,F,CORRECT
2s19,fuglen,en,6.960945273,F,CORRECT
2s11,fyldning,ning,6.929125305,M,CORRECT
2s14,fyldning,ning,6.674094111,M,CORRECT
2s10,fyldning,ning,7.030371063,M,CORRECT
2s05,fyldning,ning,6.559884323,F,CORRECT
2s16,fyldning,ning,6.489979707,M,CORRECT
2s04,fyldning,ning,6.747551315,M,CORRECT
2s01,fyldning,ning,7.024132883,M,CORRECT
2s06,fyldning,ning,6.693794437,F,CORRECT
2s12,fyldning,ning,6.596367773,F,CORRECT
2s13,fyldning,ning,6.981219473,F,CORRECT
2s22,fyldning,ning,6.790063489,F,CORRECT
2s15,fyldning,ning,6.743140036,M,CORRECT
2s02,fyldning,ning,6.821914126,F,CORRECT
2s09,fyldning,ning,6.86826573,F,CORRECT
2s19,fyldning,ning,6.806132215,F,CORRECT
2s18,fyldning,ning,6.707143471,F,CORRECT
2s08,fyldning,ning,6.745577468,F,CORRECT
2s17,fyldning,ning,6.951561616,M,CORRECT
2s21,fyldning,ning,6.860852333,F,CORRECT
2s07,fyldning,ning,6.993712767,F,CORRECT
2s20,fyldning,ning,6.670753646,F,CORRECT
2s06,fE6stning,ning,6.598726989,F,CORRECT
2s04,fE6stning,ning,6.918309388,M,CORRECT
2s11,fE6stning,ning,6.768780527,M,CORRECT
2s22,fE6stning,ning,6.91576313,F,CORRECT
2s03,fE6stning,ning,7.030256057,M,CORRECT
2s01,fE6stning,ning,7.035849416,M,CORRECT
2s10,fE6stning,ning,6.746412129,M,CORRECT
2s12,fE6stning,ning,6.716848978,F,CORRECT
2s15,fE6stning,ning,7.056537288,M,CORRECT
2s13,fE6stning,ning,7.004419088,F,CORRECT
2s05,fE6stning,ning,6.599775257,F,CORRECT
2s18,fE6stning,ning,6.552236809,F,CORRECT
2s19,fE6stning,ning,6.905953657,F,CORRECT
2s16,fE6stning,ning,6.599053839,M,CORRECT
2s07,fE6stning,ning,6.731435674,F,CORRECT
2s02,fE6stning,ning,6.756955645,F,CORRECT
2s14,fE6stning,ning,6.560535494,M,CORRECT
2s20,fE6stning,ning,6.549665048,F,CORRECT
2s17,fE6stning,ning,6.870582867,M,CORRECT
2s08,fE6stning,ning,6.924809034,F,CORRECT
2s09,fE6stning,ning,6.879870075,F,CORRECT
2s14,fF8leri,eri,6.636025293,M,CORRECT
2s11,fF8leri,eri,6.969170177,M,CORRECT
2s06,fF8leri,eri,6.790254703,F,CORRECT
2s17,fF8leri,eri,6.979982913,M,CORRECT
2s03,fF8leri,eri,6.888327781,M,CORRECT
2s15,fF8leri,eri,6.967466543,M,CORRECT
2s12,fF8leri,eri,6.908924595,F,CORRECT
2s21,fF8leri,eri,6.918902913,F,CORRECT
2s13,fF8leri,eri,6.987619509,F,CORRECT
2s05,fF8leri,eri,6.575243191,F,CORRECT
2s04,fF8leri,eri,6.831813318,M,CORRECT
2s16,fF8leri,eri,6.6909789140000004,M,ERROR
2s19,fF8leri,eri,6.70094019,F,CORRECT
2s10,fF8leri,eri,6.56505368,M,CORRECT
2s09,fF8leri,eri,6.954037539,F,CORRECT
2s01,fF8leri,eri,6.802605852,M,CORRECT
2s02,fF8leri,eri,6.696280878,F,CORRECT
2s13,gangbar,bar,6.446481434,F,CORRECT
2s09,gangbar,bar,6.528133341,F,CORRECT
2s22,gangbar,bar,6.839926016,F,CORRECT
2s21,gangbar,bar,6.751674404,F,CORRECT
2s11,gangbar,bar,6.847601796,M,CORRECT
2s12,gangbar,bar,6.646663205,F,CORRECT
2s05,gangbar,bar,6.481332076,F,CORRECT
2s07,gangbar,bar,6.811827909,F,CORRECT
2s08,gangbar,bar,6.820605711,F,CORRECT
2s04,gangbar,bar,6.823090238,M,CORRECT
2s19,gangbar,bar,6.439270496,F,CORRECT
2s18,gangbar,bar,6.754918735,F,CORRECT
2s15,gangbar,bar,6.493420955,M,CORRECT
2s16,gangbar,bar,6.513126248,M,CORRECT
2s14,gangbar,bar,6.801505479,M,CORRECT
2s02,gangbar,bar,6.669472709,F,CORRECT
2s01,gangbar,bar,6.593345859,M,CORRECT
2s20,gangbar,bar,6.438343475,F,CORRECT
2s21,gemytlig,lig,6.775114918,F,CORRECT
2s14,gemytlig,lig,6.675621436,M,CORRECT
2s16,gemytlig,lig,6.49234589,M,CORRECT
2s13,gemytlig,lig,6.509126748,F,CORRECT
2s10,gemytlig,lig,6.676024967,M,CORRECT
2s06,gemytlig,lig,6.626201059,F,CORRECT
2s15,gemytlig,lig,6.63522451,M,CORRECT
2s09,gemytlig,lig,6.896967297,F,CORRECT
2s18,gemytlig,lig,6.756944017,F,CORRECT
2s04,gemytlig,lig,6.911348814,M,CORRECT
2s22,gemytlig,lig,6.766652438,F,CORRECT
2s01,gemytlig,lig,6.57323314,M,CORRECT
2s07,gemytlig,lig,6.723459775,F,CORRECT
2s20,gemytlig,lig,6.543033762,F,CORRECT
2s03,gemytlig,lig,6.584224934,M,CORRECT
2s17,gemytlig,lig,6.580985818,M,CORRECT
2s19,gemytlig,lig,6.562557082,F,CORRECT
2s12,gemytlig,lig,6.515956362,F,CORRECT
2s08,gemytlig,lig,6.729202611,F,CORRECT
2s02,gemytlig,lig,6.665925727,F,CORRECT
2s11,gemytlig,lig,6.655942155,M,CORRECT
2s05,grimmest,est,6.599380583,F,CORRECT
2s06,grimmest,est,6.861135258,F,CORRECT
2s04,grimmest,est,6.66897765,M,CORRECT
2s02,grimmest,est,6.60886395,F,CORRECT
2s22,grimmest,est,6.784875527,F,CORRECT
2s13,grimmest,est,6.739324793,F,CORRECT
2s16,grimmest,est,6.576455641,M,CORRECT
2s11,grimmest,est,6.953349867,M,CORRECT
2s12,grimmest,est,6.451701891,F,CORRECT
2s20,grimmest,est,6.95580231,F,CORRECT
2s18,grimmest,est,6.59875423,F,CORRECT
2s10,grimmest,est,6.722954652,M,ERROR
2s15,grimmest,est,6.561157956,M,ERROR
2s07,grimmest,est,6.734603551,F,CORRECT
2s03,grimmest,est,6.590713051,M,CORRECT
2s01,grimmest,est,6.725525718,M,CORRECT
2s09,grimmest,est,6.634055004,F,CORRECT
2s21,grimmest,est,6.76212817,F,CORRECT
2s19,grimmest,est,6.566025244,F,CORRECT
2s17,grimmest,est,6.931657335,M,CORRECT
2s16,grovhed,hed,6.448145447,M,CORRECT
2s04,grovhed,hed,6.730170486,M,ERROR
2s03,grovhed,hed,6.747504364,M,CORRECT
2s12,grovhed,hed,6.580694614,F,CORRECT
2s20,grovhed,hed,6.542803318,F,CORRECT
2s05,grovhed,hed,6.529433437,F,CORRECT
2s14,grovhed,hed,6.541794498,M,CORRECT
2s15,grovhed,hed,6.599380583,M,CORRECT
2s13,grovhed,hed,6.759927898,F,CORRECT
2s10,grovhed,hed,6.787574371,M,CORRECT
2s08,grovhed,hed,7.056993914,F,CORRECT
2s17,grovhed,hed,6.778580099,M,ERROR
2s02,grovhed,hed,6.552236809,F,CORRECT
2s11,grovhed,hed,6.707497831,M,CORRECT
2s18,grovhed,hed,6.54990822,F,CORRECT
2s21,grovhed,hed,6.616881452,F,CORRECT
2s19,grovhed,hed,6.483978532,F,CORRECT
2s09,grovhed,hed,6.878975074,F,CORRECT
2s07,grovhed,hed,6.693732507,F,CORRECT
2s01,grovhed,hed,6.588610059,M,CORRECT
2s06,gruppen,en,6.514727506,F,CORRECT
2s22,gruppen,en,6.862726532,F,CORRECT
2s11,gruppen,en,6.610911365,M,CORRECT
2s04,gruppen,en,6.728185931,M,CORRECT
2s14,gruppen,en,6.743670418,M,CORRECT
2s19,gruppen,en,6.965769438,F,CORRECT
2s10,gruppen,en,6.534500794,M,CORRECT
2s05,gruppen,en,6.471372095,F,CORRECT
2s02,gruppen,en,6.669168086,F,CORRECT
2s15,gruppen,en,6.780785171,M,CORRECT
2s09,gruppen,en,6.773057492,F,CORRECT
2s18,gruppen,en,6.750188772,F,CORRECT
2s21,gruppen,en,6.621299121,F,CORRECT
2s20,gruppen,en,6.553377694,F,CORRECT
2s01,gruppen,en,6.694029739,M,CORRECT
2s11,hekseri,eri,6.641338815,M,CORRECT
2s03,hekseri,eri,6.855587918,M,CORRECT
2s16,hekseri,eri,6.642995147,M,CORRECT
2s21,hekseri,eri,6.674536139,F,CORRECT
2s01,hekseri,eri,6.863594383,M,CORRECT
2s18,hekseri,eri,6.692034113,F,CORRECT
2s10,hekseri,eri,6.716170955,M,CORRECT
2s06,hekseri,eri,6.434321774,F,CORRECT
2s12,hekseri,eri,6.849649358,F,CORRECT
2s05,hekseri,eri,6.558694134,F,CORRECT
2s15,hekseri,eri,6.655170044,M,CORRECT
2s04,hekseri,eri,6.730254086,M,CORRECT
2s20,hekseri,eri,6.486633238,F,CORRECT
2s07,hekseri,eri,6.882868147,F,CORRECT
2s14,hekseri,eri,6.634252208,M,CORRECT
2s22,hekseri,eri,6.731662284,F,CORRECT
2s08,hekseri,eri,6.746412129,F,CORRECT
2s09,hekseri,eri,6.650692934,F,CORRECT
2s02,hekseri,eri,6.663439162,F,CORRECT
2s19,hekseri,eri,6.784818988,F,CORRECT
2s17,hekseri,eri,6.649774393,M,CORRECT
2s14,hentet,et,6.927734361,M,CORRECT
2s06,hentet,et,6.824514964,F,CORRECT
2s12,hentet,et,6.685786038,F,ERROR
2s09,hentet,et,6.707510049,F,ERROR
2s11,hentet,et,6.693905903,M,CORRECT
2s07,hentet,et,6.945388194,F,CORRECT
2s10,hentet,et,6.693992589,M,CORRECT
2s13,hentet,et,6.528133341,F,CORRECT
2s16,hentet,et,6.536937944,M,CORRECT
2s19,hentet,et,6.782067332,F,CORRECT
2s18,hentet,et,6.700448167,F,CORRECT
2s04,hentet,et,6.764739047,M,CORRECT
2s22,hentet,et,6.812554093,F,CORRECT
2s02,hentet,et,6.779467259,F,CORRECT
2s03,hentet,et,6.691103113,M,CORRECT
2s15,hentet,et,6.692617099,M,CORRECT
2s01,hentet,et,7.026231408,M,CORRECT
2s21,hentet,et,6.695625849,F,CORRECT
2s17,husere,ere,6.556011016,M,CORRECT
2s20,husere,ere,6.676604757,F,CORRECT
2s06,husere,ere,6.664715096,F,CORRECT
2s18,husere,ere,6.673993049,F,CORRECT
2s21,husere,ere,6.909623533,F,CORRECT
2s14,husere,ere,6.735542456,M,CORRECT
2s08,husere,ere,6.826686211,F,CORRECT
2s15,husere,ere,6.505574771,M,CORRECT
2s12,husere,ere,6.7402474550000004,F,CORRECT
2s07,husere,ere,6.711497056,F,CORRECT
2s11,husere,ere,6.684211648,M,CORRECT
2s10,husere,ere,6.840803181,M,CORRECT
2s09,husere,ere,6.837279165,F,CORRECT
2s02,husere,ere,6.713089849,F,CORRECT
2s16,husere,ere,6.517508778,M,CORRECT
2s05,huskbar,bar,6.717961877,F,CORRECT
2s17,huskbar,bar,6.933539978,M,CORRECT
2s19,huskbar,bar,6.792557648,F,CORRECT
2s04,huskbar,bar,7.022654159,M,CORRECT
2s13,huskbar,bar,6.623294679,F,CORRECT
2s11,huskbar,bar,6.693212138,M,CORRECT
2s18,huskbar,bar,6.846549864,F,CORRECT
2s09,huskbar,bar,7.015990658,F,CORRECT
2s16,huskbar,bar,6.648531079,M,CORRECT
2s08,huskbar,bar,7.024070571,F,CORRECT
2s15,huskbar,bar,6.872615029,M,CORRECT
2s10,huskbar,bar,6.784875527,M,CORRECT
2s07,huskbar,bar,6.822981397,F,CORRECT
2s01,huskbar,bar,6.889479286,M,CORRECT
2s06,huskbar,bar,6.975488691,F,CORRECT
2s20,huskbar,bar,6.713527119,F,CORRECT
2s01,hvaler,er,6.753822909,M,CORRECT
2s19,hvaler,er,6.656019333,F,CORRECT
2s21,hvaler,er,6.943633875,F,CORRECT
2s02,hvaler,er,6.966090223,F,CORRECT
2s05,hvaler,er,6.512384056,F,CORRECT
2s03,hvaler,er,6.86005552,M,CORRECT
2s20,hvaler,er,6.671501159,F,CORRECT
2s18,hvaler,er,6.748993987,F,ERROR
2s16,hvaler,er,6.595944435,M,CORRECT
2s11,hvaler,er,6.695279623,M,CORRECT
2s22,hvaler,er,6.835496365,F,CORRECT
2s13,hvaler,er,6.528133341,F,CORRECT
2s17,hvaler,er,6.853235733,M,CORRECT
2s07,hvaler,er,6.920167922,F,CORRECT
2s14,hvaler,er,6.672640356,M,CORRECT
2s10,hvaler,er,6.754708989,M,CORRECT
2s09,hvaler,er,6.871008304,F,CORRECT
2s12,hvaler,er,7.022315349,F,CORRECT
2s14,hyleri,eri,6.751919847,M,CORRECT
2s21,hyleri,eri,6.808255334,F,CORRECT
2s01,hyleri,eri,6.844346786,M,CORRECT
2s03,hyleri,eri,7.022547179,M,CORRECT
2s11,hyleri,eri,6.948983591,M,CORRECT
2s08,hyleri,eri,7.017192474,F,CORRECT
2s20,hyleri,eri,6.685149083,F,CORRECT
2s18,hyleri,eri,6.969236005,F,CORRECT
2s10,hyleri,eri,6.821892333,M,CORRECT
2s06,hyleri,eri,6.746517881,F,CORRECT
2s07,hyleri,eri,6.6593452,F,CORRECT
2s19,hyleri,eri,6.679975999,F,CORRECT
2s02,hyleri,eri,6.826621143,F,CORRECT
2s15,hyleri,eri,6.754417602,M,CORRECT
2s12,hyleri,eri,6.794104942,F,CORRECT
2s09,hyleri,eri,6.796667281,F,CORRECT
2s04,hE6derlig,lig,6.79125517,M,CORRECT
2s10,hE6derlig,lig,6.764035013,M,CORRECT
2s18,hE6derlig,lig,6.534457219,F,CORRECT
2s16,hE6derlig,lig,6.61269942,M,CORRECT
2s14,hE6derlig,lig,6.705112641,M,CORRECT
2s15,hE6derlig,lig,6.990845646,M,CORRECT
2s19,hE6derlig,lig,6.730242143,F,CORRECT
2s17,hE6derlig,lig,6.497950769,M,CORRECT
2s01,hE6derlig,lig,6.789939743,M,ERROR
2s20,hE6derlig,lig,6.784852912,F,CORRECT
2s03,hE6derlig,lig,6.697527953,M,CORRECT
2s11,hE6derlig,lig,6.723531915,M,CORRECT
2s08,hE6derlig,lig,6.906003746,F,CORRECT
2s02,hE6derlig,lig,6.744377157,F,CORRECT
2s12,hE6derlig,lig,6.777783259,F,CORRECT
2s13,hE6derlig,lig,6.690295544,F,CORRECT
2s05,hE6derlig,lig,6.652140188,F,CORRECT
2s22,hE6derlig,lig,6.709523828,F,CORRECT
2s09,hE6derlig,lig,6.749614985,F,CORRECT
2s21,hE6derlig,lig,6.814564851,F,CORRECT
2s06,hE6derlig,lig,6.726605036,F,CORRECT
2s03,hE6ldning,ning,6.96104957,M,CORRECT
2s21,hE6ldning,ning,6.711046724,F,CORRECT
2s10,hE6ldning,ning,6.737382056,M,CORRECT
2s22,hE6ldning,ning,6.836517031,F,CORRECT
2s19,hE6ldning,ning,6.715965035,F,CORRECT
2s20,hE6ldning,ning,6.514994133,F,CORRECT
2s18,hE6ldning,ning,6.682772537,F,CORRECT
2s14,hE6ldning,ning,6.697083629,M,CORRECT
2s09,hE6ldning,ning,6.736551688,F,CORRECT
2s06,hE6ldning,ning,6.531824701,F,CORRECT
2s12,hE6ldning,ning,6.59875423,F,CORRECT
2s08,hE6ldning,ning,6.807017396,F,CORRECT
2s02,hE6ldning,ning,7.041175415,F,CORRECT
2s15,hE6ldning,ning,6.855018838,M,CORRECT
2s01,hE6ldning,ning,6.925428189,M,CORRECT
2s05,hE6ldning,ning,6.527592354,F,CORRECT
2s13,hE6ldning,ning,6.573065453,F,CORRECT
2s11,hE6ldning,ning,6.800537484,M,CORRECT
2s08,hF8jhed,hed,7.051621829,F,CORRECT
2s16,hF8jhed,hed,6.562571204,M,CORRECT
2s11,hF8jhed,hed,6.535836159,M,CORRECT
2s02,hF8jhed,hed,6.528147958,F,CORRECT
2s03,hF8jhed,hed,6.952996295,M,CORRECT
2s18,hF8jhed,hed,6.448113777,F,CORRECT
2s10,hF8jhed,hed,6.684024055,M,CORRECT
2s17,hF8jhed,hed,6.79243421,M,CORRECT
2s19,hF8jhed,hed,6.687706933,F,CORRECT
2s20,hF8jhed,hed,6.578584323,F,CORRECT
2s12,hF8jhed,hed,6.649968522,F,CORRECT
2s22,hF8jhed,hed,6.801271911,F,CORRECT
2s14,hF8jhed,hed,6.720654319,M,CORRECT
2s09,hF8jhed,hed,6.614296554,F,CORRECT
2s06,hF8jhed,hed,6.482816789,F,ERROR
2s01,hF8jhed,hed,7.007383396,M,CORRECT
2s15,hF8jhed,hed,6.726605036,M,CORRECT
2s21,hF8jhed,hed,6.686335242,F,CORRECT
2s13,hF8jhed,hed,6.598781471,F,CORRECT
2s18,instinktiv,iv,6.707681072,F,CORRECT
2s17,instinktiv,iv,6.861260977,M,CORRECT
2s11,instinktiv,iv,6.846145797,M,ERROR
2s08,instinktiv,iv,7.015218582,F,CORRECT
2s06,instinktiv,iv,6.773686599,F,CORRECT
2s07,instinktiv,iv,6.798007375,F,CORRECT
2s22,instinktiv,iv,6.75037606,F,ERROR
2s02,instinktiv,iv,6.810869859,F,CORRECT
2s16,instinktiv,iv,6.791131571,M,CORRECT
2s19,instinktiv,iv,6.66952347,F,CORRECT
2s04,instinktiv,iv,6.93716844,M,CORRECT
2s21,instinktiv,iv,6.926940068,F,CORRECT
2s12,instinktiv,iv,7.020887516,F,CORRECT
2s15,instinktiv,iv,6.801750111,M,CORRECT
2s13,instinktiv,iv,6.659601565,F,CORRECT
2s10,instinktiv,iv,6.533527176,M,CORRECT
2s20,instinktiv,iv,6.639679736,F,CORRECT
2s03,instinktiv,iv,6.960461575,M,CORRECT
2s05,instinktiv,iv,6.596381426,F,CORRECT
2s09,instinktiv,iv,6.81830092,F,CORRECT
2s01,instinktiv,iv,6.830787838,M,CORRECT
2s17,intensiv,iv,6.74521282,M,CORRECT
2s02,intensiv,iv,6.920138292,F,CORRECT
2s06,intensiv,iv,6.604147056,F,CORRECT
2s22,intensiv,iv,6.736611023,F,CORRECT
2s21,intensiv,iv,6.849553969,F,CORRECT
2s19,intensiv,iv,6.72217241,F,CORRECT
2s20,intensiv,iv,6.718674933,F,CORRECT
2s16,intensiv,iv,6.759510459,M,CORRECT
2s11,intensiv,iv,6.801383141,M,CORRECT
2s01,intensiv,iv,6.645520006,M,CORRECT
2s05,intensiv,iv,6.690755317,F,ERROR
2s12,intensiv,iv,6.648388518,F,CORRECT
2s03,intensiv,iv,6.733068503,M,CORRECT
2s15,intensiv,iv,6.784909449,M,CORRECT
2s18,intensiv,iv,6.643203624,F,CORRECT
2s13,intensiv,iv,6.508590283,F,CORRECT
2s10,intensiv,iv,6.726221412,M,CORRECT
2s07,intensiv,iv,6.910381827,F,CORRECT
2s08,intensiv,iv,6.913757231,F,CORRECT
2s09,intensiv,iv,6.658447408,F,CORRECT
2s05,ironisk,isk,6.511522422,F,CORRECT
2s11,ironisk,isk,6.815398733,M,CORRECT
2s02,ironisk,isk,6.724000696,F,CORRECT
2s22,ironisk,isk,7.073540867,F,CORRECT
2s07,ironisk,isk,6.716497917,F,CORRECT
2s01,ironisk,isk,6.852802666,M,CORRECT
2s21,ironisk,isk,6.687657086,F,CORRECT
2s17,ironisk,isk,6.544314642,M,CORRECT
2s19,ironisk,isk,6.587770376,F,CORRECT
2s10,ironisk,isk,6.893392628,M,CORRECT
2s20,ironisk,isk,6.628358786,F,CORRECT
2s06,ironisk,isk,6.764069649,F,CORRECT
2s15,ironisk,isk,6.55625265,M,CORRECT
2s09,ironisk,isk,6.607892657,F,CORRECT
2s12,ironisk,isk,6.62647931,F,ERROR
2s14,ironisk,isk,6.614283143,M,CORRECT
2s13,ironisk,isk,6.609740002,F,CORRECT
2s18,ironisk,isk,7.074641657,F,CORRECT
2s16,ironisk,isk,6.528147958,M,CORRECT
2s03,ironisk,isk,6.588940233,M,CORRECT
2s08,ironisk,isk,6.978511927,F,CORRECT
2s07,jordisk,isk,6.670550835,F,CORRECT
2s02,jordisk,isk,7.004909213,F,CORRECT
2s17,jordisk,isk,6.953378529,M,CORRECT
2s15,jordisk,isk,6.583423053,M,CORRECT
2s13,jordisk,isk,6.555228861,F,CORRECT
2s19,jordisk,isk,6.528177192,F,CORRECT
2s12,jordisk,isk,6.664472794,F,CORRECT
2s14,jordisk,isk,6.681908076,M,CORRECT
2s08,jordisk,isk,6.782430123,F,CORRECT
2s01,jordisk,isk,6.684136615,M,CORRECT
2s18,jordisk,isk,6.608297477,F,CORRECT
2s04,jordisk,isk,6.853330772,M,CORRECT
2s11,jordisk,isk,6.676957509,M,CORRECT
2s22,jordisk,isk,6.980336372,F,CORRECT
2s20,jordisk,isk,6.584501295,F,CORRECT
2s16,jordisk,isk,6.717925607,M,ERROR
2s06,jordisk,isk,6.607231099,F,ERROR
2s21,jordisk,isk,6.721570269,F,CORRECT
2s09,jordisk,isk,6.701825222,F,CORRECT
2s05,jordisk,isk,6.456157223,F,CORRECT
2s10,jordisk,isk,6.528221041,M,CORRECT
2s17,jE6vnlig,lig,6.906324256,M,CORRECT
2s01,jE6vnlig,lig,6.66190589,M,CORRECT
2s02,jE6vnlig,lig,6.800270286,F,CORRECT
2s13,jE6vnlig,lig,6.7133328,F,CORRECT
2s10,jE6vnlig,lig,6.77219898,M,CORRECT
2s03,jE6vnlig,lig,6.680402883,M,CORRECT
2s21,jE6vnlig,lig,6.772645499,F,CORRECT
2s04,jE6vnlig,lig,6.719242597,M,CORRECT
2s08,jE6vnlig,lig,6.771419959,F,CORRECT
2s12,jE6vnlig,lig,6.959037573,F,CORRECT
2s07,jE6vnlig,lig,6.702881318,F,CORRECT
2s20,jE6vnlig,lig,6.726581064,F,CORRECT
2s05,jE6vnlig,lig,6.483275533,F,CORRECT
2s06,jE6vnlig,lig,6.839936718,F,CORRECT
2s19,jE6vnlig,lig,6.578375829,F,CORRECT
2s11,jE6vnlig,lig,6.809039306,M,CORRECT
2s18,jE6vnlig,lig,6.669777239,F,CORRECT
2s15,jE6vnlig,lig,6.657985372,M,CORRECT
2s09,jE6vnlig,lig,6.70638545,F,CORRECT
2s16,jE6vnlig,lig,6.481224847,M,CORRECT
2s10,kammerateri,eri,6.860045031,M,CORRECT
2s15,kammerateri,eri,6.978232382,M,CORRECT
2s21,kammerateri,eri,7.014769427,F,CORRECT
2s22,kammerateri,eri,6.997358295,F,CORRECT
2s16,kammerateri,eri,6.845220083,M,ERROR
2s20,kammerateri,eri,6.857082844,F,CORRECT
2s07,kammerateri,eri,6.804182054,F,CORRECT
2s02,kammerateri,eri,7.001527914,F,CORRECT
2s05,kammerateri,eri,6.687482603,F,CORRECT
2s01,kammerateri,eri,6.857261665,M,CORRECT
2s18,kammerateri,eri,6.77107608,F,CORRECT
2s04,kammerateri,eri,6.895115735,M,CORRECT
2s17,kammerateri,eri,6.636733647,M,CORRECT
2s14,kammerateri,eri,6.763896456,M,CORRECT
2s09,kammerateri,eri,6.826566915,F,CORRECT
2s03,kammerateri,eri,6.868088867,M,CORRECT
2s13,kammerateri,eri,6.925654134,F,CORRECT
2s12,kammerateri,eri,6.939999792,F,CORRECT
2s19,kammerateri,eri,6.751148251,F,CORRECT
2s06,kammerateri,eri,6.803549652,F,CORRECT
2s08,kampen,en,6.801627803,F,CORRECT
2s04,kampen,en,6.758709878,M,CORRECT
2s05,kampen,en,6.50403365,F,CORRECT
2s06,kampen,en,6.513497138,F,ERROR
2s10,kampen,en,6.567361363,M,CORRECT
2s22,kampen,en,6.726497157,F,CORRECT
2s12,kampen,en,6.561553867,F,CORRECT
2s07,kampen,en,6.463185451,F,CORRECT
2s13,kampen,en,6.562359344,F,CORRECT
2s14,kampen,en,6.472547202,M,CORRECT
2s02,kampen,en,6.734413285,F,CORRECT
2s09,kampen,en,6.640176442,F,CORRECT
2s11,kampen,en,6.790198468,M,CORRECT
2s03,kampen,en,6.784570178,M,CORRECT
2s15,kampen,en,6.593660783,M,CORRECT
2s20,kampen,en,6.543552069,F,CORRECT
2s21,kampen,en,6.881041625,F,CORRECT
2s19,kampen,en,6.61729602,F,CORRECT
2s01,kampen,en,6.709365314,M,CORRECT
2s17,kampen,en,6.746893799,M,CORRECT
2s16,klarhed,hed,6.726017552,M,CORRECT
2s12,klarhed,hed,6.748079363,F,CORRECT
2s02,klarhed,hed,6.726209421,F,CORRECT
2s11,klarhed,hed,6.628451345,M,CORRECT
2s10,klarhed,hed,6.552236809,M,CORRECT
2s17,klarhed,hed,6.746423879,M,CORRECT
2s01,klarhed,hed,6.838362327,M,CORRECT
2s20,klarhed,hed,6.831284518,F,CORRECT
2s18,klarhed,hed,6.589036513,F,CORRECT
2s19,klarhed,hed,6.66477885,F,CORRECT
2s14,klarhed,hed,6.683448551,M,CORRECT
2s09,klarhed,hed,6.664727847,F,CORRECT
2s07,klarhed,hed,6.586157862,F,CORRECT
2s04,klarhed,hed,6.973290179,M,CORRECT
2s21,klarhed,hed,6.701493427,F,CORRECT
2s15,klarhed,hed,6.794530588,M,CORRECT
2s06,klarhed,hed,6.626770728,F,CORRECT
2s22,klarhed,hed,7.00626035,F,CORRECT
2s03,klarhed,hed,6.724757494,M,CORRECT
2s13,klarhed,hed,6.867204081,F,CORRECT
2s05,klarhed,hed,6.477925754,F,CORRECT
2s08,klarhed,hed,6.643229681,F,CORRECT
2s16,klikbar,bar,6.571848882,M,ERROR
2s13,klikbar,bar,6.922525658,F,CORRECT
2s15,klikbar,bar,6.67086771,M,CORRECT
2s02,klikbar,bar,6.867953597,F,CORRECT
2s11,klikbar,bar,6.812334093,M,CORRECT
2s09,klikbar,bar,7.073854292,F,CORRECT
2s19,klikbar,bar,6.709645745,F,CORRECT
2s22,klikbar,bar,6.931354611,F,CORRECT
2s07,klikbar,bar,6.784875527,F,CORRECT
2s05,klikbar,bar,6.851280161,F,CORRECT
2s06,klikbar,bar,6.806818298,F,CORRECT
2s20,klikbar,bar,6.685548788,F,CORRECT
2s18,knuses,s,6.777988221,F,CORRECT
2s01,knuses,s,6.575745073,M,CORRECT
2s02,knuses,s,7.007383396,F,CORRECT
2s17,knuses,s,6.930739115,M,CORRECT
2s04,knuses,s,6.922358136,M,CORRECT
2s19,knuses,s,6.779489996,F,CORRECT
2s05,knuses,s,6.613491595,F,CORRECT
2s15,knuses,s,6.81385111,M,CORRECT
2s03,knuses,s,6.915802811,M,CORRECT
2s16,knuses,s,6.578278517,M,CORRECT
2s06,knuses,s,6.825883399,F,CORRECT
2s21,knuses,s,6.923579414,F,CORRECT
2s14,knuses,s,6.874994456,M,CORRECT
2s22,knuses,s,6.87850153,F,CORRECT
2s11,knuses,s,6.909623533,M,CORRECT
2s09,knuses,s,6.778284204,F,CORRECT
